date,gold_price,usd_idr,inflation,interest_rate
4/1/2025,1826000,16555,0.0195,0.0575
4/2/2025,1819000,16555,0.0195,0.0575
4/3/2025,1836000,16555,0.0195,0.0575
4/4/2025,1819000,16555,0.0195,0.0575
4/5/2025,1781000,16555,0.0195,0.0575
4/6/2025,1781000,16555,0.0195,0.0575
4/7/2025,1758000,16555,0.0195,0.0575
4/8/2025,1754000,16860,0.0195,0.0575
4/9/2025,1777000,16860,0.0195,0.0575
4/10/2025,1846000,16795,0.0195,0.0575
4/11/2025,1889000,16790,0.0195,0.0575
4/12/2025,1904000,16790,0.0195,0.0575
4/13/2025,1904000,16790,0.0195,0.0575
4/14/2025,1896000,16770,0.0195,0.0575
4/15/2025,1896000,16810,0.0195,0.0575
4/16/2025,1916000,16820,0.0195,0.0575
4/17/2025,1975000,16820,0.0195,0.0575
4/18/2025,1965000,16820,0.0195,0.0575
4/19/2025,1965000,16820,0.0195,0.0575
4/20/2025,1965000,16820,0.0195,0.0575
4/21/2025,1980000,16800,0.0195,0.0575
4/22/2025,2016000,16855,0.0195,0.0575
4/23/2025,1991000,16865,0.0195,0.0575
4/24/2025,1969000,16870,0.0195,0.0575
4/25/2025,1986000,16830,0.0195,0.0575
4/26/2025,1965000,16830,0.0195,0.0575
4/27/2025,1965000,16830,0.0195,0.0575
4/28/2025,1960000,16855,0.0195,0.0575
4/29/2025,1966000,16760,0.0195,0.0575
4/30/2025,1965000,16600,0.0195,0.0575
5/1/2025,1932000,16600,0.016,0.0575
5/2/2025,1912000,16435,0.016,0.0575
5/3/2025,1902000,16435,0.016,0.0575
5/4/2025,1902000,16435,0.016,0.0575
5/5/2025,1905000,16435,0.016,0.0575
5/6/2025,1931000,16450,0.016,0.0575
5/7/2025,1956000,16535,0.016,0.0575
5/8/2025,1953000,16494,0.016,0.0575
5/9/2025,1926000,16515,0.016,0.0575
5/10/2025,1928000,16515,0.016,0.0575
5/11/2025,1928000,16515,0.016,0.0575
5/12/2025,1905000,16515,0.016,0.0575
5/13/2025,1884000,16515,0.016,0.0575
5/14/2025,1886000,16550,0.016,0.0575
5/15/2025,1866000,16515,0.016,0.0575
5/16/2025,1891000,16440,0.016,0.0575
5/17/2025,1871000,16440,0.016,0.0575
5/18/2025,1871000,16440,0.016,0.0575
5/19/2025,1894000,16430,0.016,0.0575
5/20/2025,1871000,16415,0.016,0.0575
5/21/2025,1894000,16395,0.016,0.055
5/22/2025,1923000,16330,0.016,0.055
5/23/2025,1910000,16217.5,0.016,0.055
5/24/2025,1930000,16217.5,0.016,0.055
5/25/2025,1930000,16217.5,0.016,0.055
5/26/2025,1919000,16240,0.016,0.055
5/27/2025,1923000,16272.5,0.016,0.055
5/28/2025,1895000,16290,0.016,0.055
5/29/2025,1874000,16290,0.016,0.055
5/30/2025,1900000,16290,0.016,0.055
5/31/2025,1888000,16290,0.016,0.055
6/1/2025,1888000,16290,0.0187,0.055
6/2/2025,1905000,16245,0.0187,0.055
6/3/2025,1940000,16285,0.0187,0.055
6/4/2025,1924000,16290,0.0187,0.055
6/5/2025,1938000,16275,0.0187,0.055
6/6/2025,1929000,16275,0.0187,0.055
6/7/2025,1904000,16275,0.0187,0.055
6/8/2025,1904000,16275,0.0187,0.055
6/9/2025,1904000,16275,0.0187,0.055
6/10/2025,1909000,16270,0.0187,0.055
6/11/2025,1910000,16255,0.0187,0.055
6/12/2025,1928000,16235,0.0187,0.055
6/13/2025,1951000,16295,0.0187,0.055
6/14/2025,1960000,16295,0.0187,0.055
6/15/2025,1960000,16295,0.0187,0.055
6/16/2025,1968000,16265,0.0187,0.055
6/17/2025,1950000,16280,0.0187,0.055
6/18/2025,1943000,16300,0.0187,0.055
6/19/2025,1937000,16395,0.0187,0.055
6/20/2025,1936000,16385,0.0187,0.055
6/21/2025,1942000,16385,0.0187,0.055
6/22/2025,1942000,16385,0.0187,0.055
6/23/2025,1942000,16485,0.0187,0.055
6/24/2025,1932000,16350,0.0187,0.055
6/25/2025,1932000,16290,0.0187,0.055
6/26/2025,1924000,16204,0.0187,0.055
6/27/2025,1907000,16204,0.0187,0.055
6/28/2025,1884000,16204,0.0187,0.055
6/29/2025,1884000,16204,0.0187,0.055
6/30/2025,1880000,16235,0.0187,0.055
7/1/2025,1896000,16190,0.0237,0.055
7/2/2025,1896000,16240,0.0237,0.055
7/3/2025,1911000,16190,0.0237,0.055
7/4/2025,1907000,16185,0.0237,0.055
7/5/2025,1908000,16185,0.0237,0.055
7/6/2025,1908000,16185,0.0237,0.055
7/7/2025,1901000,16230,0.0237,0.055
7/8/2025,1906000,16205,0.0237,0.055
7/9/2025,1894000,16242.5,0.0237,0.055
7/10/2025,1902000,16220,0.0237,0.055
7/11/2025,1902000,16210,0.0237,0.055
7/12/2025,1919000,16210,0.0237,0.055
7/13/2025,1919000,16210,0.0237,0.055
7/14/2025,1924000,16245,0.0237,0.055
7/15/2025,1914000,16260,0.0237,0.055
7/16/2025,1908000,16270,0.0237,0.0525
7/17/2025,1919000,16330,0.0237,0.0525
7/18/2025,1917000,16290,0.0237,0.0525
7/19/2025,1927000,16290,0.0237,0.0525
7/20/2025,1927000,16290,0.0237,0.0525
7/21/2025,1927000,16310,0.0237,0.0525
7/22/2025,1946000,16310,0.0237,0.0525
7/23/2025,1970000,16290,0.0237,0.0525
7/24/2025,1945000,16285,0.0237,0.0525
7/25/2025,1934000,16315,0.0237,0.0525
7/26/2025,1915000,16315,0.0237,0.0525
7/27/2025,1915000,16315,0.0237,0.0525
7/28/2025,1914000,16340,0.0237,0.0525
7/29/2025,1906000,16394.5,0.0237,0.0525
7/30/2025,1918000,16390,0.0237,0.0525
7/31/2025,1901000,16455,0.0237,0.0525
8/1/2025,1901000,16490,0.0231,0.0525
8/2/2025,1948000,16490,0.0231,0.0525
8/3/2025,1948000,16490,0.0231,0.0525
8/4/2025,1946000,16390,0.0231,0.0525
8/5/2025,1959000,16380,0.0231,0.0525
8/6/2025,1950000,16360,0.0231,0.0525
8/7/2025,1943000,16290,0.0231,0.0525
8/8/2025,1959000,16290,0.0231,0.0525
8/9/2025,1951000,16290,0.0231,0.0525
8/10/2025,1951000,16290,0.0231,0.0525
8/11/2025,1945000,16270,0.0231,0.0525
8/12/2025,1924000,16285,0.0231,0.0525
8/13/2025,1917000,16194,0.0231,0.0525
8/14/2025,1933000,16110.5,0.0231,0.0525
8/15/2025,1909000,16160,0.0231,0.0525
8/16/2025,1896000,16160,0.0231,0.0525
8/17/2025,1896000,16160,0.0231,0.0525
8/18/2025,1894000,16160,0.0231,0.0525
8/19/2025,1897000,16240,0.0231,0.0525
8/20/2025,1890000,16267.5,0.0231,0.05
8/21/2025,1914000,16285,0.0231,0.05
8/22/2025,1916000,16340,0.0231,0.05
8/23/2025,1933000,16340,0.0231,0.05
8/24/2025,1933000,16340,0.0231,0.05
8/25/2025,1929000,16254.5,0.0231,0.05
8/26/2025,1932000,16294.5,0.0231,0.05
8/27/2025,1940000,16360,0.0231,0.05
8/28/2025,1944000,16345,0.0231,0.05
8/29/2025,1964000,16490,0.0231,0.05
8/30/2025,1980000,16490,0.0231,0.05
8/31/2025,1980000,16490,0.0231,0.05
9/1/2025,1978000,16415,0.0265,0.05
9/2/2025,2009000,16400,0.0265,0.05
9/3/2025,2035000,16414.5,0.0265,0.05
9/4/2025,2044000,16420,0.0265,0.05
9/5/2025,2042000,16420,0.0265,0.05
9/6/2025,2060000,16420,0.0265,0.05
9/7/2025,2060000,16420,0.0265,0.05
9/8/2025,2060000,16304,0.0265,0.05
9/9/2025,2086000,16475,0.0265,0.05
9/10/2025,2074000,16460,0.0265,0.05
9/11/2025,2095000,16460,0.0265,0.05
9/12/2025,2088000,16377.5,0.0265,0.05
9/13/2025,2095000,16377.5,0.0265,0.05
9/14/2025,2095000,16377.5,0.0265,0.05
9/15/2025,2093000,16410,0.0265,0.05
9/16/2025,2105000,16440,0.0265,0.05
9/17/2025,2115000,16430,0.0265,0.0475
9/18/2025,2098000,16505,0.0265,0.0475
9/19/2025,2090000,16590,0.0265,0.0475
9/20/2025,2122000,16590,0.0265,0.0475
9/21/2025,2122000,16590,0.0265,0.0475
9/22/2025,2123000,16605,0.0265,0.0475
9/23/2025,2164000,16665,0.0265,0.0475
9/24/2025,2174000,16675,0.0265,0.0475
9/25/2025,2171000,16740,0.0265,0.0475
9/26/2025,2175000,16730,0.0265,0.0475
9/27/2025,2191000,16730,0.0265,0.0475
9/28/2025,2191000,16730,0.0265,0.0475
9/29/2025,2198000,16670,0.0265,0.0475
9/30/2025,2234000,16665,0.0265,0.0475
