date,gold_price,usd_idr,inflation,interest_rate
8/16/2023,1063000,15280,0.0327,0.0575
8/17/2023,1060000,15361.8,0.0327,0.0575
8/18/2023,1060000,15280,0.0327,0.0575
8/19/2023,1057000,15280,0.0327,0.0575
8/20/2023,1057000,15280,0.0327,0.0575
8/21/2023,1057000,15320,0.0327,0.0575
8/22/2023,1058000,15310,0.0327,0.0575
8/23/2023,1062000,15290,0.0327,0.0575
8/24/2023,1069000,15240,0.0327,0.0575
8/25/2023,1069000,15290,0.0327,0.0575
8/26/2023,1065000,15290,0.0327,0.0575
8/27/2023,1065000,15290,0.0327,0.0575
8/28/2023,1065000,15285,0.0327,0.0575
8/29/2023,1070000,15255,0.0327,0.0575
8/30/2023,1077000,15235,0.0327,0.0575
8/31/2023,1079000,15225,0.0327,0.0575
9/1/2023,1076000,15235,0.0228,0.0575
9/2/2023,1076000,15235,0.0228,0.0575
9/3/2023,1076000,15235,0.0228,0.0575
9/4/2023,1076000,15235,0.0228,0.0575
9/5/2023,1075000,15260,0.0228,0.0575
9/6/2023,1069000,15290,0.0228,0.0575
9/7/2023,1064000,15320,0.0228,0.0575
9/8/2023,1068000,15320,0.0228,0.0575
9/9/2023,1069000,15320,0.0228,0.0575
9/10/2023,1069000,15320,0.0228,0.0575
9/11/2023,1070000,15320,0.0228,0.0575
9/12/2023,1071000,15335,0.0228,0.0575
9/13/2023,1068000,15365,0.0228,0.0575
9/14/2023,1066000,15350,0.0228,0.0575
9/15/2023,1068000,15350,0.0228,0.0575
9/16/2023,1075000,15350,0.0228,0.0575
9/17/2023,1075000,15350,0.0228,0.0575
9/18/2023,1075000,15365,0.0228,0.0575
9/19/2023,1081000,15375,0.0228,0.0575
9/20/2023,1080000,15375,0.0228,0.0575
9/21/2023,1080000,15370,0.0228,0.0575
9/22/2023,1077000,15370,0.0228,0.0575
9/23/2023,1079000,15370,0.0228,0.0575
9/24/2023,1079000,15370,0.0228,0.0575
9/25/2023,1078000,15395,0.0228,0.0575
9/26/2023,1072000,15485,0.0228,0.0575
9/27/2023,1066000,15515,0.0228,0.0575
9/28/2023,1058000,15481,0.0228,0.0575
9/29/2023,1053000,15450,0.0228,0.0575
9/30/2023,1049000,15450,0.0228,0.0575
10/1/2023,1049000,15450,0.0256,0.0575
10/2/2023,1049000,15525,0.0256,0.0575
10/3/2023,1039000,15575,0.0256,0.0575
10/4/2023,1040000,15625,0.0256,0.0575
10/5/2023,1043000,15610,0.0256,0.0575
10/6/2023,1043000,15605,0.0256,0.0575
10/7/2023,1047000,15605,0.0256,0.0575
10/8/2023,1047000,15605,0.0256,0.0575
10/9/2023,1053000,15685,0.0256,0.0575
10/10/2023,1062000,15730,0.0256,0.0575
10/11/2023,1063000,15690,0.0256,0.0575
10/12/2023,1072000,15685,0.0256,0.0575
10/13/2023,1072000,15680,0.0256,0.0575
10/14/2023,1088000,15680,0.0256,0.0575
10/15/2023,1088000,15680,0.0256,0.0575
10/16/2023,1087000,15715,0.0256,0.0575
10/17/2023,1085000,15710,0.0256,0.0575
10/18/2023,1088000,15725,0.0256,0.0575
10/19/2023,1100000,15810,0.0256,0.06
10/20/2023,1112000,15870,0.0256,0.06
10/21/2023,1121000,15870,0.0256,0.06
10/22/2023,1121000,15870,0.0256,0.06
10/23/2023,1117000,15930,0.0256,0.06
10/24/2023,1119000,15845,0.0256,0.06
10/25/2023,1123000,15865,0.0256,0.06
10/26/2023,1125000,15915,0.0256,0.06
10/27/2023,1123000,15935,0.0256,0.06
10/28/2023,1136000,15935,0.0256,0.06
10/29/2023,1136000,15935,0.0256,0.06
10/30/2023,1135000,15885,0.0256,0.06
10/31/2023,1131000,15880,0.0256,0.06
11/1/2023,1123000,15930,0.0286,0.06
11/2/2023,1123000,15850,0.0286,0.06
11/3/2023,1126000,15725,0.0286,0.06
11/4/2023,1125000,15725,0.0286,0.06
11/5/2023,1125000,15725,0.0286,0.06
11/6/2023,1123000,15535,0.0286,0.06
11/7/2023,1111000,15625,0.0286,0.06
11/8/2023,1094000,15645,0.0286,0.06
11/9/2023,1087000,15650,0.0286,0.06
11/10/2023,1092000,15690,0.0286,0.06
11/11/2023,1084000,15690,0.0286,0.06
11/12/2023,1084000,15690,0.0286,0.06
11/13/2023,1084000,15695,0.0286,0.06
11/14/2023,1089000,15690,0.0286,0.06
11/15/2023,1097000,15530,0.0286,0.06
11/16/2023,1096000,15540,0.0286,0.06
11/17/2023,1095000,15490,0.0286,0.06
11/18/2023,1100000,15490,0.0286,0.06
11/19/2023,1100000,15490,0.0286,0.06
11/20/2023,1097000,15440,0.0286,0.06
11/21/2023,1095000,15435,0.0286,0.06
11/22/2023,1097000,15570,0.0286,0.06
11/23/2023,1095000,15550,0.0286,0.06
11/24/2023,1105000,15560,0.0286,0.06
11/25/2023,1110000,15560,0.0286,0.06
11/26/2023,1110000,15560,0.0286,0.06
11/27/2023,1110000,15490,0.0286,0.06
11/28/2023,1115000,15430,0.0286,0.06
11/29/2023,1124000,15390,0.0286,0.06
11/30/2023,1120000,15505,0.0286,0.06
12/1/2023,1115000,15480,0.0261,0.06
12/2/2023,1130000,15480,0.0261,0.06
12/3/2023,1130000,15480,0.0261,0.06
12/4/2023,1145000,15450,0.0261,0.06
12/5/2023,1122000,15500,0.0261,0.06
12/6/2023,1110000,15490,0.0261,0.06
12/7/2023,1116000,15510,0.0261,0.06
12/8/2023,1116000,15505,0.0261,0.06
12/9/2023,1107000,15505,0.0261,0.06
12/10/2023,1107000,15505,0.0261,0.06
12/11/2023,1107000,15610,0.0261,0.06
12/12/2023,1093000,15615,0.0261,0.06
12/13/2023,1100000,15655,0.0261,0.06
12/14/2023,1125000,15495,0.0261,0.06
12/15/2023,1126000,15490,0.0261,0.06
12/16/2023,1114000,15490,0.0261,0.06
12/17/2023,1114000,15490,0.0261,0.06
12/18/2023,1114000,15505,0.0261,0.06
12/19/2023,1118000,15500,0.0261,0.06
12/20/2023,1125000,15505,0.0261,0.06
12/21/2023,1121000,15520,0.0261,0.06
12/22/2023,1128000,15480,0.0261,0.06
12/23/2023,1132000,15480,0.0261,0.06
12/24/2023,1132000,15480,0.0261,0.06
12/25/2023,1132000,15467,0.0261,0.06
12/26/2023,1132000,15407,0.0261,0.06
12/27/2023,1137000,15425,0.0261,0.06
12/28/2023,1141000,15415,0.0261,0.06
12/29/2023,1130000,15395,0.0261,0.06
12/30/2023,1130000,15395,0.0261,0.06
12/31/2023,1130000,15395,0.0261,0.06
1/1/2024,1130000,15390,0.0257,0.06
1/2/2024,1129000,15465,0.0257,0.06
1/3/2024,1129000,15475,0.0257,0.06
1/4/2024,1123000,15485,0.0257,0.06
1/5/2024,1125000,15510,0.0257,0.06
1/6/2024,1128000,15510,0.0257,0.06
1/7/2024,1128000,15510,0.0257,0.06
1/8/2024,1128000,15520,0.0257,0.06
1/9/2024,1121000,15515,0.0257,0.06
1/10/2024,1121000,15565,0.0257,0.06
1/11/2024,1119000,15545,0.0257,0.06
1/12/2024,1124000,15545,0.0257,0.06
1/13/2024,1131000,15545,0.0257,0.06
1/14/2024,1131000,15545,0.0257,0.06
1/15/2024,1130000,15550,0.0257,0.06
1/16/2024,1134000,15585,0.0257,0.06
1/17/2024,1121000,15635,0.0257,0.06
1/18/2024,1115000,15615,0.0257,0.06
1/19/2024,1125000,15610,0.0257,0.06
1/20/2024,1128000,15610,0.0257,0.06
1/21/2024,1128000,15610,0.0257,0.06
1/22/2024,1127000,15630,0.0257,0.06
1/23/2024,1125000,15625,0.0257,0.06
1/24/2024,1128000,15705,0.0257,0.06
1/25/2024,1124000,15820,0.0257,0.06
1/26/2024,1130000,15815,0.0257,0.06
1/27/2024,1132000,15815,0.0257,0.06
1/28/2024,1132000,15815,0.0257,0.06
1/29/2024,1133000,15805,0.0257,0.06
1/30/2024,1142000,15777,0.0257,0.06
1/31/2024,1144000,15775,0.0257,0.06
2/1/2024,1143000,15760,0.0275,0.06
2/2/2024,1151000,15655,0.0275,0.06
2/3/2024,1142000,15655,0.0275,0.06
2/4/2024,1142000,15655,0.0275,0.06
2/5/2024,1140000,15700,0.0275,0.06
2/6/2024,1130000,15725,0.0275,0.06
2/7/2024,1136000,15630,0.0275,0.06
2/8/2024,1139000,15665,0.0275,0.06
2/9/2024,1138000,15611.5,0.0275,0.06
2/10/2024,1135000,15611.5,0.0275,0.06
2/11/2024,1135000,15611.5,0.0275,0.06
2/12/2024,1135000,15590,0.0275,0.06
2/13/2024,1129000,15590,0.0275,0.06
2/14/2024,1114000,15632,0.0275,0.06
2/15/2024,1115000,15615,0.0275,0.06
2/16/2024,1118000,15615,0.0275,0.06
2/17/2024,1124000,15615,0.0275,0.06
2/18/2024,1124000,15615,0.0275,0.06
2/19/2024,1125000,15625,0.0275,0.06
2/20/2024,1128000,15655,0.0275,0.06
2/21/2024,1131000,15630,0.0275,0.06
2/22/2024,1133000,15585,0.0275,0.06
2/23/2024,1133000,15590,0.0275,0.06
2/24/2024,1136000,15590,0.0275,0.06
2/25/2024,1136000,15590,0.0275,0.06
2/26/2024,1135000,15625,0.0275,0.06
2/27/2024,1132000,15635,0.0275,0.06
2/28/2024,1134000,15680,0.0275,0.06
2/29/2024,1138000,15710,0.0275,0.06
3/1/2024,1142000,15695,0.0305,0.06
3/2/2024,1164000,15695,0.0305,0.06
3/3/2024,1164000,15695,0.0305,0.06
3/4/2024,1164000,15735,0.0305,0.06
3/5/2024,1179000,15765,0.0305,0.06
3/6/2024,1186000,15695,0.0305,0.06
3/7/2024,1199000,15650,0.0305,0.06
3/8/2024,1204000,15585,0.0305,0.06
3/9/2024,1208000,15585,0.0305,0.06
3/10/2024,1208000,15585,0.0305,0.06
3/11/2024,1208000,15525,0.0305,0.06
3/12/2024,1210000,15561,0.0305,0.06
3/13/2024,1200000,15570,0.0305,0.06
3/14/2024,1203000,15575,0.0305,0.06
3/15/2024,1194000,15590,0.0305,0.06
3/16/2024,1193000,15590,0.0305,0.06
3/17/2024,1193000,15590,0.0305,0.06
3/18/2024,1193000,15685,0.0305,0.06
3/19/2024,1199000,15710,0.0305,0.06
3/20/2024,1199000,15710,0.0305,0.06
3/21/2024,1219000,15655,0.0305,0.06
3/22/2024,1211000,15775,0.0305,0.06
3/23/2024,1203000,15775,0.0305,0.06
3/24/2024,1203000,15775,0.0305,0.06
3/25/2024,1203000,15795,0.0305,0.06
3/26/2024,1213000,15785,0.0305,0.06
3/27/2024,1217000,15850,0.0305,0.06
3/28/2024,1222000,15850,0.0305,0.06
3/29/2024,1249000,15880,0.0305,0.06
3/30/2024,1249000,15880,0.0305,0.06
3/31/2024,1249000,15880,0.0305,0.06
4/1/2024,1254000,15885,0.03,0.06
4/2/2024,1256000,15895,0.03,0.06
4/3/2024,1274000,15915,0.03,0.06
4/4/2024,1283000,15890,0.03,0.06
4/5/2024,1279000,15840,0.03,0.06
4/6/2024,1299000,15840,0.03,0.06
4/7/2024,1299000,15840,0.03,0.06
4/8/2024,1289000,15925,0.03,0.06
4/9/2024,1306000,15899,0.03,0.06
4/10/2024,1306000,15998,0.03,0.06
4/11/2024,1306000,16031,0.03,0.06
4/12/2024,1324000,16117,0.03,0.06
4/13/2024,1310000,16117,0.03,0.06
4/14/2024,1310000,16117,0.03,0.06
4/15/2024,1315000,16116.7,0.03,0.06
4/16/2024,1321000,16170,0.03,0.06
4/17/2024,1321000,16215,0.03,0.06
4/18/2024,1335000,16170,0.03,0.06
4/19/2024,1345000,16250,0.03,0.06
4/20/2024,1347000,16250,0.03,0.06
4/21/2024,1347000,16250,0.03,0.06
4/22/2024,1343000,16230,0.03,0.06
4/23/2024,1325000,16215,0.03,0.06
4/24/2024,1320000,16150,0.03,0.0625
4/25/2024,1319000,16185,0.03,0.0625
4/26/2024,1319000,16205,0.03,0.0625
4/27/2024,1326000,16205,0.03,0.0625
4/28/2024,1326000,16205,0.03,0.0625
4/29/2024,1325000,16250,0.03,0.0625
4/30/2024,1325000,16255,0.03,0.0625
5/1/2024,1310000,16193.6,0.0284,0.0625
5/2/2024,1327000,16180,0.0284,0.0625
5/3/2024,1318000,16080,0.0284,0.0625
5/4/2024,1313000,16080,0.0284,0.0625
5/5/2024,1313000,16080,0.0284,0.0625
5/6/2024,1310000,16020,0.0284,0.0625
5/7/2024,1318000,16040,0.0284,0.0625
5/8/2024,1308000,16040,0.0284,0.0625
5/9/2024,1306000,16026,0.0284,0.0625
5/10/2024,1326000,16058.9,0.0284,0.0625
5/11/2024,1333000,16058.9,0.0284,0.0625
5/12/2024,1333000,16058.9,0.0284,0.0625
5/13/2024,1333000,16075,0.0284,0.0625
5/14/2024,1324000,16090,0.0284,0.0625
5/15/2024,1332000,16025,0.0284,0.0625
5/16/2024,1354000,15920,0.0284,0.0625
5/17/2024,1343000,15950,0.0284,0.0625
5/18/2024,1350000,15950,0.0284,0.0625
5/19/2024,1350000,15950,0.0284,0.0625
5/20/2024,1350000,15970,0.0284,0.0625
5/21/2024,1358000,15990,0.0284,0.0625
5/22/2024,1357000,15990,0.0284,0.0625
5/23/2024,1345000,16102.3,0.0284,0.0625
5/24/2024,1325000,16045,0.0284,0.0625
5/25/2024,1325000,16045,0.0284,0.0625
5/26/2024,1325000,16045,0.0284,0.0625
5/27/2024,1327000,16060,0.0284,0.0625
5/28/2024,1333000,16085,0.0284,0.0625
5/29/2024,1338000,16155,0.0284,0.0625
5/30/2024,1329000,16255,0.0284,0.0625
5/31/2024,1337000,16245,0.0284,0.0625
6/1/2024,1336000,16245,0.0251,0.0625
6/2/2024,1336000,16245,0.0251,0.0625
6/3/2024,1335000,16225,0.0251,0.0625
6/4/2024,1349000,16215,0.0251,0.0625
6/5/2024,1336000,16280,0.0251,0.0625
6/6/2024,1349000,16255,0.0251,0.0625
6/7/2024,1366000,16190,0.0251,0.0625
6/8/2024,1328000,16190,0.0251,0.0625
6/9/2024,1328000,16190,0.0251,0.0625
6/10/2024,1329000,16275,0.0251,0.0625
6/11/2024,1330000,16285,0.0251,0.0625
6/12/2024,1338000,16290,0.0251,0.0625
6/13/2024,1341000,16265,0.0251,0.0625
6/14/2024,1333000,16395,0.0251,0.0625
6/15/2024,1347000,16395,0.0251,0.0625
6/16/2024,1347000,16395,0.0251,0.0625
6/17/2024,1344000,16486,0.0251,0.0625
6/18/2024,1342000,16376.1,0.0251,0.0625
6/19/2024,1349000,16360,0.0251,0.0625
6/20/2024,1355000,16425,0.0251,0.0625
6/21/2024,1371000,16445,0.0251,0.0625
6/22/2024,1357000,16445,0.0251,0.0625
6/23/2024,1357000,16445,0.0251,0.0625
6/24/2024,1360000,16390,0.0251,0.0625
6/25/2024,1368000,16370,0.0251,0.0625
6/26/2024,1361000,16400,0.0251,0.0625
6/27/2024,1350000,16395,0.0251,0.0625
6/28/2024,1360000,16370,0.0251,0.0625
6/29/2024,1365000,16370,0.0251,0.0625
6/30/2024,1365000,16370,0.0251,0.0625
7/1/2024,1363000,16320,0.0213,0.0625
7/2/2024,1368000,16390,0.0213,0.0625
7/3/2024,1365000,16365,0.0213,0.0625
7/4/2024,1378000,16325,0.0213,0.0625
7/5/2024,1383000,16275,0.0213,0.0625
7/6/2024,1395000,16275,0.0213,0.0625
7/7/2024,1395000,16275,0.0213,0.0625
7/8/2024,1396000,16250,0.0213,0.0625
7/9/2024,1389000,16245,0.0213,0.0625
7/10/2024,1380000,16235,0.0213,0.0625
7/11/2024,1386000,16190,0.0213,0.0625
7/12/2024,1399000,16135,0.0213,0.0625
7/13/2024,1400000,16135,0.0213,0.0625
7/14/2024,1400000,16135,0.0213,0.0625
7/15/2024,1399000,16165,0.0213,0.0625
7/16/2024,1403000,16175,0.0213,0.0625
7/17/2024,1420000,16095,0.0213,0.0625
7/18/2024,1427000,16150,0.0213,0.0625
7/19/2024,1419000,16185,0.0213,0.0625
7/20/2024,1404000,16185,0.0213,0.0625
7/21/2024,1404000,16185,0.0213,0.0625
7/22/2024,1404000,16215,0.0213,0.0625
7/23/2024,1404000,16205,0.0213,0.0625
7/24/2024,1406000,16210,0.0213,0.0625
7/25/2024,1400000,16245,0.0213,0.0625
7/26/2024,1386000,16285,0.0213,0.0625
7/27/2024,1396000,16285,0.0213,0.0625
7/28/2024,1396000,16285,0.0213,0.0625
7/29/2024,1402000,16275,0.0213,0.0625
7/30/2024,1400000,16295,0.0213,0.0625
7/31/2024,1412000,16255,0.0213,0.0625
8/1/2024,1433000,16230,0.0212,0.0625
8/2/2024,1431000,16195,0.0212,0.0625
8/3/2024,1428000,16195,0.0212,0.0625
8/4/2024,1428000,16195,0.0212,0.0625
8/5/2024,1420000,16180,0.0212,0.0625
8/6/2024,1413000,16160,0.0212,0.0625
8/7/2024,1399000,16030,0.0212,0.0625
8/8/2024,1399000,15890,0.0212,0.0625
8/9/2024,1409000,15920,0.0212,0.0625
8/10/2024,1401000,15920,0.0212,0.0625
8/11/2024,1401000,15920,0.0212,0.0625
8/12/2024,1401000,15950,0.0212,0.0625
8/13/2024,1419000,15830,0.0212,0.0625
8/14/2024,1419000,15675,0.0212,0.0625
8/15/2024,1414000,15690,0.0212,0.0625
8/16/2024,1404000,15685,0.0212,0.0625
8/17/2024,1418000,15685,0.0212,0.0625
8/18/2024,1418000,15685,0.0212,0.0625
8/19/2024,1418000,15545,0.0212,0.0625
8/20/2024,1419000,15430,0.0212,0.0625
8/21/2024,1415000,15480,0.0212,0.0625
8/22/2024,1410000,15595,0.0212,0.0625
8/23/2024,1398000,15485,0.0212,0.0625
8/24/2024,1420000,15485,0.0212,0.0625
8/25/2024,1420000,15485,0.0212,0.0625
8/26/2024,1420000,15425,0.0212,0.0625
8/27/2024,1420000,15490,0.0212,0.0625
8/28/2024,1410000,15420,0.0212,0.0625
8/29/2024,1412000,15410,0.0212,0.0625
8/30/2024,1413000,15450,0.0212,0.0625
8/31/2024,1401000,15450,0.0212,0.0625
9/1/2024,1401000,15450,0.0184,0.0625
9/2/2024,1401000,15520,0.0184,0.0625
9/3/2024,1404000,15520,0.0184,0.0625
9/4/2024,1406000,15470,0.0184,0.0625
9/5/2024,1409000,15395,0.0184,0.0625
9/6/2024,1414000,15360,0.0184,0.0625
9/7/2024,1405000,15360,0.0184,0.0625
9/8/2024,1405000,15360,0.0184,0.0625
9/9/2024,1398000,15450,0.0184,0.0625
9/10/2024,1399000,15445,0.0184,0.0625
9/11/2024,1411000,15395,0.0184,0.0625
9/12/2024,1409000,15425,0.0184,0.0625
9/13/2024,1429000,15395,0.0184,0.0625
9/14/2024,1439000,15395,0.0184,0.0625
9/15/2024,1439000,15395,0.0184,0.0625
9/16/2024,1443000,15393.1,0.0184,0.0625
9/17/2024,1444000,15330,0.0184,0.0625
9/18/2024,1440000,15330,0.0184,0.06
9/19/2024,1430000,15230,0.0184,0.06
9/20/2024,1443000,15145,0.0184,0.06
9/21/2024,1455000,15145,0.0184,0.06
9/22/2024,1455000,15145,0.0184,0.06
9/23/2024,1455000,15195,0.0184,0.06
9/24/2024,1443000,15180,0.0184,0.06
9/25/2024,1463000,15095,0.0184,0.06
9/26/2024,1461000,15160,0.0184,0.06
9/27/2024,1461000,15120,0.0184,0.06
9/28/2024,1461000,15120,0.0184,0.06
9/29/2024,1461000,15120,0.0184,0.06
9/30/2024,1464000,15135,0.0184,0.06
10/1/2024,1452000,15195,0.0171,0.06
10/2/2024,1464000,15260,0.0171,0.06
10/3/2024,1469000,15415,0.0171,0.06
10/4/2024,1471000,15480,0.0171,0.06
10/5/2024,1482000,15480,0.0171,0.06
10/6/2024,1482000,15480,0.0171,0.06
10/7/2024,1478000,15675,0.0171,0.06
10/8/2024,1481000,15640,0.0171,0.06
10/9/2024,1483000,15615,0.0171,0.06
10/10/2024,1473000,15660,0.0171,0.06
10/11/2024,1481000,15575,0.0171,0.06
10/12/2024,1495000,15575,0.0171,0.06
10/13/2024,1495000,15575,0.0171,0.06
10/14/2024,1490000,15555,0.0171,0.06
10/15/2024,1488000,15575,0.0171,0.06
10/16/2024,1491000,15505,0.0171,0.06
10/17/2024,1496000,15490,0.0171,0.06
10/18/2024,1503000,15460,0.0171,0.06
10/19/2024,1514000,15460,0.0171,0.06
10/20/2024,1514000,15460,0.0171,0.06
10/21/2024,1514000,15490,0.0171,0.06
10/22/2024,1510000,15555,0.0171,0.06
10/23/2024,1521000,15615,0.0171,0.06
10/24/2024,1515000,15575,0.0171,0.06
10/25/2024,1529000,15635,0.0171,0.06
10/26/2024,1534000,15635,0.0171,0.06
10/27/2024,1534000,15635,0.0171,0.06
10/28/2024,1527000,15720,0.0171,0.06
10/29/2024,1535000,15755,0.0171,0.06
10/30/2024,1560000,15690,0.0171,0.06
10/31/2024,1567000,15690,0.0171,0.06
11/1/2024,1547000,15715,0.0155,0.06
11/2/2024,1539000,15715,0.0155,0.06
11/3/2024,1539000,15715,0.0155,0.06
11/4/2024,1539000,15750,0.0155,0.06
11/5/2024,1539000,15730,0.0155,0.06
11/6/2024,1543000,15825,0.0155,0.06
11/7/2024,1513000,15730,0.0155,0.06
11/8/2024,1527000,15665,0.0155,0.06
11/9/2024,1517000,15665,0.0155,0.06
11/10/2024,1517000,15665,0.0155,0.06
11/11/2024,1517000,15675,0.0155,0.06
11/12/2024,1482000,15775,0.0155,0.06
11/13/2024,1477000,15770,0.0155,0.06
11/14/2024,1466000,15850,0.0155,0.06
11/15/2024,1470000,15850,0.0155,0.06
11/16/2024,1468000,15850,0.0155,0.06
11/17/2024,1468000,15850,0.0155,0.06
11/18/2024,1476000,15845,0.0155,0.06
11/19/2024,1491000,15825,0.0155,0.06
11/20/2024,1498000,15860,0.0155,0.06
11/21/2024,1508000,15920,0.0155,0.06
11/22/2024,1520000,15870,0.0155,0.06
11/23/2024,1541000,15870,0.0155,0.06
11/24/2024,1541000,15870,0.0155,0.06
11/25/2024,1539000,15865,0.0155,0.06
11/26/2024,1499000,15925,0.0155,0.06
11/27/2024,1504000,15925,0.0155,0.06
11/28/2024,1513000,15865,0.0155,0.06
11/29/2024,1508000,15840,0.0155,0.06
11/30/2024,1514000,15840,0.0155,0.06
12/1/2024,1514000,15840,0.0157,0.06
12/2/2024,1509000,15895,0.0157,0.06
12/3/2024,1514000,15935,0.0157,0.06
12/4/2024,1513000,15925,0.0157,0.06
12/5/2024,1522000,15855,0.0157,0.06
12/6/2024,1514000,15845,0.0157,0.06
12/7/2024,1508000,15845,0.0157,0.06
12/8/2024,1508000,15845,0.0157,0.06
12/9/2024,1503000,15860,0.0157,0.06
12/10/2024,1517000,15860,0.0157,0.06
12/11/2024,1534000,15910,0.0157,0.06
12/12/2024,1548000,15920,0.0157,0.06
12/13/2024,1531000,15990,0.0157,0.06
12/14/2024,1517000,15990,0.0157,0.06
12/15/2024,1517000,15990,0.0157,0.06
12/16/2024,1517000,15995,0.0157,0.06
12/17/2024,1520000,16060,0.0157,0.06
12/18/2024,1520000,16085,0.0157,0.06
12/19/2024,1505000,16285,0.0157,0.06
12/20/2024,1515000,16190,0.0157,0.06
12/21/2024,1533000,16190,0.0157,0.06
12/22/2024,1533000,16190,0.0157,0.06
12/23/2024,1533000,16170,0.0157,0.06
12/24/2024,1520000,16185,0.0157,0.06
12/25/2024,1520000,16185,0.0157,0.06
12/26/2024,1520000,16185,0.0157,0.06
12/27/2024,1528000,16230,0.0157,0.06
12/28/2024,1526000,16230,0.0157,0.06
12/29/2024,1526000,16230,0.0157,0.06
12/30/2024,1528000,16130,0.0157,0.06
12/31/2024,1515000,16090,0.0157,0.06
1/1/2025,1515000,16090,0.0076,0.06
1/2/2025,1524000,16190,0.0076,0.06
1/3/2025,1543000,16185,0.0076,0.06
1/4/2025,1539000,16185,0.0076,0.06
1/5/2025,1539000,16185,0.0076,0.06
1/6/2025,1539000,16190,0.0076,0.06
1/7/2025,1535000,16125,0.0076,0.06
1/8/2025,1541000,16190,0.0076,0.06
1/9/2025,1546000,16195,0.0076,0.06
1/10/2025,1555000,16180,0.0076,0.06
1/11/2025,1568000,16180,0.0076,0.06
1/12/2025,1568000,16180,0.0076,0.06
1/13/2025,1568000,16270,0.0076,0.06
1/14/2025,1560000,16260,0.0076,0.06
1/15/2025,1564000,16315,0.0076,0.0575
1/16/2025,1577000,16355,0.0076,0.0575
1/17/2025,1594000,16360,0.0076,0.0575
1/18/2025,1587000,16360,0.0076,0.0575
1/19/2025,1587000,16360,0.0076,0.0575
1/20/2025,1585000,16355,0.0076,0.0575
1/21/2025,1591000,16330,0.0076,0.0575
1/22/2025,1606000,16280,0.0076,0.0575
1/23/2025,1607000,16275,0.0076,0.0575
1/24/2025,1608000,16170,0.0076,0.0575
1/25/2025,1611000,16170,0.0076,0.0575
1/26/2025,1611000,16170,0.0076,0.0575
1/27/2025,1609000,16170,0.0076,0.0575
1/28/2025,1597000,16170,0.0076,0.0575
1/29/2025,1607000,16170,0.0076,0.0575
1/30/2025,1606000,16255,0.0076,0.0575
1/31/2025,1620000,16295,0.0076,0.0575
2/1/2025,1624000,16295,-0.0009,0.0575
2/2/2025,1624000,16295,-0.0009,0.0575
2/3/2025,1621000,16430,-0.0009,0.0575
2/4/2025,1650000,16340,-0.0009,0.0575
2/5/2025,1663000,16280,-0.0009,0.0575
2/6/2025,1670000,16325,-0.0009,0.0575
2/7/2025,1660000,16270,-0.0009,0.0575
2/8/2025,1662000,16270,-0.0009,0.0575
2/9/2025,1662000,16270,-0.0009,0.0575
2/10/2025,1667000,16340,-0.0009,0.0575
2/11/2025,1692000,16370,-0.0009,0.0575
2/12/2025,1684000,16360,-0.0009,0.0575
2/13/2025,1692000,16350,-0.0009,0.0575
2/14/2025,1701000,16255,-0.0009,0.0575
2/15/2025,1678000,16255,-0.0009,0.0575
2/16/2025,1678000,16255,-0.0009,0.0575
2/17/2025,1671000,16210,-0.0009,0.0575
2/18/2025,1679000,16270,-0.0009,0.0575
2/19/2025,1691000,16330,-0.0009,0.0575
2/20/2025,1708000,16325,-0.0009,0.0575
2/21/2025,1707000,16300,-0.0009,0.0575
2/22/2025,1704000,16300,-0.0009,0.0575
2/23/2025,1704000,16300,-0.0009,0.0575
2/24/2025,1705000,16270,-0.0009,0.0575
2/25/2025,1707000,16340,-0.0009,0.0575
2/26/2025,1694000,16365,-0.0009,0.0575
2/27/2025,1692000,16445,-0.0009,0.0575
2/28/2025,1678000,16575,-0.0009,0.0575
3/1/2025,1672000,16575,0.0103,0.0575
3/2/2025,1672000,16575,0.0103,0.0575
3/3/2025,1679000,16475,0.0103,0.0575
3/4/2025,1704000,16440,0.0103,0.0575
3/5/2025,1709000,16310,0.0103,0.0575
3/6/2025,1706000,16325,0.0103,0.0575
3/7/2025,1690000,16290,0.0103,0.0575
3/8/2025,1690000,16290,0.0103,0.0575
3/9/2025,1690000,16290,0.0103,0.0575
3/10/2025,1693000,16335,0.0103,0.0575
3/11/2025,1679000,16400,0.0103,0.0575
3/12/2025,1702000,16440,0.0103,0.0575
3/13/2025,1714000,16420,0.0103,0.0575
3/14/2025,1742000,16345,0.0103,0.0575
3/15/2025,1739000,16345,0.0103,0.0575
3/16/2025,1739000,16345,0.0103,0.0575
3/17/2025,1741000,16395,0.0103,0.0575
3/18/2025,1745000,16420,0.0103,0.0575
3/19/2025,1759000,16520,0.0103,0.0575
3/20/2025,1774000,16470,0.0103,0.0575
3/21/2025,1779000,16495,0.0103,0.0575
3/22/2025,1764000,16495,0.0103,0.0575
3/23/2025,1764000,16495,0.0103,0.0575
3/24/2025,1765000,16550,0.0103,0.0575
3/25/2025,1759000,16590,0.0103,0.0575
3/26/2025,1769000,16575,0.0103,0.0575
3/27/2025,1776000,16555,0.0103,0.0575
3/28/2025,1792000,16555,0.0103,0.0575
3/29/2025,1806000,16555,0.0103,0.0575
3/30/2025,1806000,16555,0.0103,0.0575
3/31/2025,1806000,16555,0.0103,0.0575
